scenario_id,disruption_type,severity,port_id,port_name,manufacturer_id,manufacturer_name,product_route,impact_score,delay_days
59,SEVERE_WEATHER,0.45,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.3918,17.63
59,SEVERE_WEATHER,0.45,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.2496,11.23
59,SEVERE_WEATHER,0.45,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.392,17.64
60,PORT_STRIKE,0.53,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.3565,16.04
60,PORT_STRIKE,0.53,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.3647,16.41
60,PORT_STRIKE,0.53,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.241,10.84
60,PORT_STRIKE,0.53,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.3649,16.42
61,PORT_STRIKE,0.9,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4543,20.44
61,PORT_STRIKE,0.9,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4428,19.93
61,PORT_STRIKE,0.9,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.443,19.93
62,INFRASTRUCTURE_FAILURE,0.78,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4601,20.7
62,INFRASTRUCTURE_FAILURE,0.78,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4475,20.14
62,INFRASTRUCTURE_FAILURE,0.78,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4477,20.15
63,INFRASTRUCTURE_FAILURE,0.48,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3611,16.25
63,INFRASTRUCTURE_FAILURE,0.48,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3485,15.68
63,INFRASTRUCTURE_FAILURE,0.48,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.3487,15.69
64,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3523,15.85
64,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3408,15.34
64,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.341,15.35
65,PORT_CLOSURE,0.68,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.522,23.49
65,PORT_CLOSURE,0.68,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.5326,23.97
65,PORT_CLOSURE,0.68,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3718,16.73
65,PORT_CLOSURE,0.68,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.5328,23.98
66,PORT_CLOSURE,0.9,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.5906,26.58
66,PORT_CLOSURE,0.9,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.5757,25.91
66,PORT_CLOSURE,0.9,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.5759,25.92
67,PORT_CLOSURE,0.7,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.5297,23.84
67,PORT_CLOSURE,0.7,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.5404,24.32
67,PORT_CLOSURE,0.7,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3796,17.08
67,PORT_CLOSURE,0.7,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.5406,24.33
68,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4829,21.73
68,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4936,22.21
68,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3328,14.98
68,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4938,22.22
69,PORT_CLOSURE,0.46,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4362,19.63
69,PORT_CLOSURE,0.46,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4468,20.11
69,PORT_CLOSURE,0.46,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.286,12.87
69,PORT_CLOSURE,0.46,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.447,20.12
70,SEVERE_WEATHER,0.46,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3706,16.68
70,SEVERE_WEATHER,0.46,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3575,16.09
70,SEVERE_WEATHER,0.46,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.3576,16.09
71,PORT_STRIKE,0.44,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3163,14.23
71,PORT_STRIKE,0.44,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3048,13.72
71,PORT_STRIKE,0.44,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.305,13.72
72,SEVERE_WEATHER,0.49,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.3962,17.83
72,SEVERE_WEATHER,0.49,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4056,18.25
72,SEVERE_WEATHER,0.49,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.2633,11.85
72,SEVERE_WEATHER,0.49,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4058,18.26
73,SEVERE_WEATHER,0.93,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.5328,23.98
73,SEVERE_WEATHER,0.93,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.5196,23.38
73,SEVERE_WEATHER,0.93,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.5198,23.39
74,INFRASTRUCTURE_FAILURE,0.76,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4535,20.41
74,INFRASTRUCTURE_FAILURE,0.76,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4409,19.84
74,INFRASTRUCTURE_FAILURE,0.76,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4411,19.85
75,INFRASTRUCTURE_FAILURE,0.82,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4879,21.96
75,INFRASTRUCTURE_FAILURE,0.82,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4969,22.36
75,INFRASTRUCTURE_FAILURE,0.82,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3608,16.24
75,INFRASTRUCTURE_FAILURE,0.82,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4971,22.37
76,SEVERE_WEATHER,0.63,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4445,20.0
76,SEVERE_WEATHER,0.63,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4539,20.43
76,SEVERE_WEATHER,0.63,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3116,14.02
76,SEVERE_WEATHER,0.63,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4541,20.43
77,SEVERE_WEATHER,0.61,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4376,19.69
77,SEVERE_WEATHER,0.61,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.447,20.12
77,SEVERE_WEATHER,0.61,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3047,13.71
77,SEVERE_WEATHER,0.61,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4472,20.12
78,INFRASTRUCTURE_FAILURE,0.72,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4549,20.47
78,INFRASTRUCTURE_FAILURE,0.72,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4639,20.88
78,INFRASTRUCTURE_FAILURE,0.72,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3278,14.75
78,INFRASTRUCTURE_FAILURE,0.72,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4641,20.88
79,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4582,20.62
79,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4672,21.02
79,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3311,14.9
79,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4674,21.03
80,PORT_CLOSURE,0.51,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4385,19.73
80,PORT_CLOSURE,0.51,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4236,19.06
80,PORT_CLOSURE,0.51,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4238,19.07
81,PORT_STRIKE,0.5,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.3475,15.64
81,PORT_STRIKE,0.5,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.3557,16.01
81,PORT_STRIKE,0.5,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.232,10.44
81,PORT_STRIKE,0.5,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.3559,16.02
82,SEVERE_WEATHER,0.73,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4638,20.87
82,SEVERE_WEATHER,0.73,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4506,20.28
82,SEVERE_WEATHER,0.73,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4508,20.29
83,PORT_STRIKE,0.77,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4153,18.69
83,PORT_STRIKE,0.77,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4038,18.17
83,PORT_STRIKE,0.77,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.404,18.18
84,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4829,21.73
84,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4936,22.21
84,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3328,14.98
84,PORT_CLOSURE,0.58,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4938,22.22
85,SEVERE_WEATHER,0.49,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.381,17.14
85,SEVERE_WEATHER,0.49,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3678,16.55
85,SEVERE_WEATHER,0.49,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.368,16.56
86,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4582,20.62
86,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4672,21.02
86,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3311,14.9
86,INFRASTRUCTURE_FAILURE,0.73,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4674,21.03
87,PORT_STRIKE,0.46,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3223,14.5
87,PORT_STRIKE,0.46,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3108,13.99
87,PORT_STRIKE,0.46,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.311,13.99
88,PORT_CLOSURE,0.4,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.4128,18.58
88,PORT_CLOSURE,0.4,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.4234,19.05
88,PORT_CLOSURE,0.4,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.2626,11.82
88,PORT_CLOSURE,0.4,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.4236,19.06
89,PORT_STRIKE,0.64,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.3895,17.53
89,PORT_STRIKE,0.64,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.3977,17.9
89,PORT_STRIKE,0.64,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.274,12.33
89,PORT_STRIKE,0.64,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.3979,17.91
90,PORT_CLOSURE,0.97,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.6179,27.81
90,PORT_CLOSURE,0.97,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.603,27.13
90,PORT_CLOSURE,0.97,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.6032,27.14
91,INFRASTRUCTURE_FAILURE,0.88,PORT003,Rotterdam Port,MAN001,TSMC,Taipei-Rotterdam Route,0.5077,22.85
91,INFRASTRUCTURE_FAILURE,0.88,PORT003,Rotterdam Port,MAN002,Samsung Electronics,Shanghai-Rotterdam Route,0.5167,23.25
91,INFRASTRUCTURE_FAILURE,0.88,PORT003,Rotterdam Port,MAN003,Infineon Technologies,Hamburg-Rotterdam Route,0.3806,17.13
91,INFRASTRUCTURE_FAILURE,0.88,PORT003,Rotterdam Port,MAN004,Foxconn,Shanghai-Rotterdam Route,0.5169,23.26
92,PORT_STRIKE,0.76,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4123,18.55
92,PORT_STRIKE,0.76,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4008,18.04
92,PORT_STRIKE,0.76,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.401,18.05
93,PORT_STRIKE,0.42,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3103,13.96
93,PORT_STRIKE,0.42,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.2988,13.45
93,PORT_STRIKE,0.42,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.299,13.46
94,INFRASTRUCTURE_FAILURE,0.66,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4205,18.92
94,INFRASTRUCTURE_FAILURE,0.66,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4079,18.36
94,INFRASTRUCTURE_FAILURE,0.66,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4081,18.36
95,INFRASTRUCTURE_FAILURE,0.53,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3776,16.99
95,INFRASTRUCTURE_FAILURE,0.53,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.365,16.43
95,INFRASTRUCTURE_FAILURE,0.53,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.3652,16.43
96,INFRASTRUCTURE_FAILURE,0.71,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.437,19.66
96,INFRASTRUCTURE_FAILURE,0.71,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4244,19.1
96,INFRASTRUCTURE_FAILURE,0.71,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4246,19.11
97,SEVERE_WEATHER,0.71,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4569,20.56
97,SEVERE_WEATHER,0.71,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4437,19.97
97,SEVERE_WEATHER,0.71,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4439,19.98
98,SEVERE_WEATHER,0.82,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4948,22.27
98,SEVERE_WEATHER,0.82,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.4817,21.68
98,SEVERE_WEATHER,0.82,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4818,21.68
99,INFRASTRUCTURE_FAILURE,0.73,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.4436,19.96
99,INFRASTRUCTURE_FAILURE,0.73,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.431,19.39
99,INFRASTRUCTURE_FAILURE,0.73,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.4312,19.4
100,INFRASTRUCTURE_FAILURE,0.52,PORT005,Los Angeles Port,MAN001,TSMC,Taipei-Los Angeles Route,0.3743,16.84
100,INFRASTRUCTURE_FAILURE,0.52,PORT005,Los Angeles Port,MAN002,Samsung Electronics,Shanghai-Los Angeles Route,0.3617,16.28
100,INFRASTRUCTURE_FAILURE,0.52,PORT005,Los Angeles Port,MAN004,Foxconn,Shanghai-Los Angeles Route,0.3619,16.29
